date,open,high,low,close,volume
2025-09-29,93870.0,93960.0,93410.0,93920.0,955537
2025-09-30,94950.0,95350.0,94520.0,94540.0,1131023
2025-10-01,93500.0,93750.0,92210.0,93200.0,1822288
2025-10-02,91260.0,91860.0,91210.0,91430.0,2245074
2025-10-03,92930.0,93680.0,92240.0,92680.0,972078
2025-10-06,90590.0,90960.0,90100.0,90890.0,1318935
2025-10-07,89800.0,90030.0,89560.0,89890.0,1657984
2025-10-08,91720.0,92250.0,91340.0,91580.0,2087680
2025-10-09,91130.0,91210.0,90600.0,90940.0,1750126
2025-10-10,90590.0,90870.0,90440.0,90720.0,1308224
2025-10-13,89690.0,90520.0,89570.0,90100.0,2966685
2025-10-14,88810.0,89160.0,88560.0,88940.0,1223349
2025-10-15,88870.0,89280.0,88630.0,89150.0,2008526
2025-10-16,87990.0,88420.0,87690.0,88320.0,1146982
2025-10-17,88930.0,89190.0,88360.0,88700.0,1739675
2025-10-20,88300.0,88370.0,88190.0,88230.0,947131
2025-10-21,88440.0,88740.0,88220.0,88340.0,638907
2025-10-22,85880.0,86340.0,85880.0,85980.0,666696
2025-10-23,83670.0,84200.0,83390.0,83760.0,2128012
2025-10-24,82080.0,82200.0,80650.0,81360.0,1857021
2025-10-27,80900.0,81540.0,80510.0,80860.0,1191530
2025-10-28,81150.0,81470.0,80840.0,81260.0,1172640
2025-10-29,80510.0,80920.0,80430.0,80490.0,324402
2025-10-30,80830.0,80840.0,80580.0,80820.0,1761161
2025-10-31,78510.0,79100.0,78400.0,78960.0,720947
2025-11-03,80120.0,80470.0,80050.0,80110.0,2038028
2025-11-04,80510.0,80660.0,80400.0,80480.0,316263
2025-11-05,80010.0,80220.0,79590.0,79890.0,2334794
2025-11-06,79080.0,79170.0,78790.0,79060.0,1212314
2025-11-07,78430.0,78460.0,77510.0,78170.0,1806835
2025-11-10,76670.0,76870.0,76510.0,76800.0,601966
2025-11-11,77120.0,77520.0,77090.0,77130.0,969353
2025-11-12,75870.0,75990.0,75240.0,75750.0,359631
2025-11-13,75040.0,75110.0,74870.0,74890.0,798376
2025-11-14,73650.0,74530.0,73570.0,73580.0,1188531
2025-11-17,73890.0,74040.0,73410.0,73770.0,1713029
2025-11-18,73270.0,73310.0,72660.0,73110.0,2876424
2025-11-19,74000.0,74590.0,73900.0,74420.0,2017618
2025-11-20,74330.0,74430.0,73850.0,74000.0,2526539
2025-11-21,73760.0,74340.0,73350.0,73970.0,1655529
2025-11-24,73310.0,73410.0,72850.0,73160.0,420582
2025-11-25,72640.0,72740.0,72600.0,72680.0,514575
2025-11-26,72380.0,72480.0,71370.0,72360.0,1073275
2025-11-27,71010.0,71220.0,70930.0,70940.0,1506800
2025-11-28,71790.0,72240.0,71620.0,71910.0,1998160
2025-12-01,71090.0,71880.0,70980.0,71630.0,1344308
